"Name","Platform","Genre","Publisher","Developer","Rating","Global_Sales","Year_of_Release","Critic_Score","Critic_Count","User_Score","User_Count"
"Elven Legacy","PC","Strategy","Paradox Interactive","1C:Ino-Co","T","0.02","2009","71","27","7.1","38"
"The Wizard of Oz: Beyond The Yellow B","DS","Role-Playing","D3Publisher","Media Vision","E","0.15","2008","68","18","6","4"
"Battlefield 2: Modern Combat","PS2","Shooter","Electronic Arts","Digital Illusions","T","0.44","2005","80","42","8.5","65"
"Billy Hatcher and the Giant Egg","GC","Platform","Sega","Sonic Team","E","0.25","2003","71","37","8.7","31"
"Tiger Woods PGA Tour 13","X360","Sports","Electronic Arts","Electronic Arts","E","0.51","2012","77","47","5.6","39"
"Pac-Man Party","Wii","Misc","Namco Bandai Games","TOSE","E10+","0.61","2010","59","14","5.9","8"
"The Sims 2: Castaway","DS","Simulation","Electronic Arts","Full Fat","E","0.71","2007","66","8","4","5"
"Rebelstar: Tactical Command","GBA","Strategy","Atari","Codo Games","E10+","0.05","2005","78","29","9.1","10"
"WWE Crush Hour","PS2","Racing","THQ","Pacific Coast Power","T","0.35","2003","56","13","5.3","8"
"RLH: Run Like Hell","PS2","Shooter","Virgin Interactive","Digital Mayhem","M","0.1","2002","58","27","8.2","9"
"Advance Wars: Dual Strike","DS","Strategy","Nintendo","Intelligent Systems","E","0.39","2005","90","49","9","163"
"Jurassic Park III: Park Builder","GBA","Simulation","Konami Digital Entertainmen","Konami","E","0.06","2001","65","5","8","5"
"Breach","PC","Shooter","Destineer","Atomic Games","T","0.01","2011","61","12","5.8","43"
"Sacred 2: Fallen Angel","PC","Role-Playing","Ascaron Entertainment GmbH","Ascaron Entertainmen","M","0.06","2008","71","41","6.9","203"
"Oni","PS2","Action","Take-Two Interactive","Rockstar Toronto","T","0.53","2001","69","24","7.8","22"
"Dragon Quest Monsters: Joker","DS","Role-Playing","Square Enix","TOSE","E10+","1.76","2006","75","30","7.4","27"
"EA Playground","DS","Sports","Electronic Arts","Piranha Games","E","0.33","2007","60","8","7.6","13"
"Harvest Moon DS: Island of Happiness","DS","Simulation","Rising Star Games","TOSE","E","0.72","2007","65","15","7","22"
"Supremacy MMA","X360","Fighting","505 Games","Kung Fu Factory","M","0.08","2011","49","17","6.2","11"
"Thor: God of Thunder","X360","Action","Sega","Liquid Entertainment","T","0.14","2011","38","40","5.7","22"
"Sonic Generations","PC","Platform","Sega","Sega","E","0.11","2011","77","11","8.3","337"
"Need for Speed: ProStreet","PS2","Racing","Electronic Arts","Black Box","E10+","2.41","2007","62","11","6.2","34"
"Tom Clancy's Splinter Cell","GBA","Action","Ubisoft","Ubisoft Montreal","T","0.1","2003","77","21","8.6","8"
"Astro Boy","PS2","Action","Sega","Sonic Team","E","0.09","2004","54","29","6.9","7"
"Disney's Extreme Skate Adventure","PS2","Sports","Activision","Toys for Bob","E","0.32","2003","78","15","8.3","12"
"Assassin's Creed II","X360","Action","Ubisoft","Ubisoft Montreal","M","5.26","2009","90","82","8.8","1305"
"WWE '13","Wii","Action","THQ","THQ","T","0.15","2012","74","4","6","9"
"NFL Street 2 Unleashed","PSP","Sports","Electronic Arts","EA Tiburon","E","0.37","2005","73","23","7.4","14"
"The Orange Box","PS3","Shooter","Electronic Arts","EA Games","M","1.06","2007","89","21","8.4","188"
"The Legend of Spyro: The Eternal Nigh","PS2","Platform","Vivendi Games","Krome Studios","E10+","0.42","2007","54","18","5.4","28"
"Kengo: Legend of The 9","X360","Fighting","Majesco Entertainment","Genki","M","0.07","2006","38","18","4.1","14"
"Baldur's Gate: Dark Alliance","GBA","Role-Playing","Destination Software, Inc","Magic Pockets","T","0.03","2004","76","17","6.5","11"
"Call of Cthulhu: Dark Corners of the","XB","Adventure","Take-Two Interactive","Headfirst Production","M","0.06","2005","77","51","8.1","37"
"Baldur's Gate: Dark Alliance II","XB","Role-Playing","Acclaim Entertainment","Black Isle Studios","T","0.26","2004","77","44","7.9","16"
"Monsters vs. Aliens","X360","Action","Activision","Beenox","E10+","0.17","2009","63","31","6.6","7"
"Mega Man X7","PS2","Action","Capcom","Valuewave Co.,Ltd.","E","0.58","2003","58","30","5.1","38"
"Pirates of the Caribbean: The Legend","PS2","Adventure","Ubisoft","7 Studios","T","0.25","2006","51","32","7.5","13"
"The Mummy Returns","PS2","Action","Universal Interactive","Blitz Games","T","0.5","2001","44","13","7","11"
"Dragon Ball: Raging Blast 2","X360","Fighting","Namco Bandai Games","Spike","T","0.64","2010","57","33","7.4","30"
"The King of Fighters XII","PS3","Fighting","Ignition Entertainment","SNK Playmore","T","0.16","2009","57","48","5.3","46"
"NBA Street Vol. 2","PS2","Sports","Electronic Arts","Electronic Arts","E","1.95","2003","90","31","8.8","70"
"Just Dance 4","X360","Misc","Ubisoft","Ubisoft","E10+","1.18","2012","77","23","7.7","36"
"Dance Dance Revolution: Mario Mix","GC","Misc","Nintendo","Hudson","E","0.47","2005","69","28","8.4","19"
"Sonic Unleashed","Wii","Platform","Sega","Sonic Team","E10+","2.16","2008","66","30","7.3","136"
"Star Ocean: First Departure","PSP","Role-Playing","Square Enix","TOSE","T","0.64","2007","74","32","7.4","28"
"Shadow Hearts: Covenant","PS2","Role-Playing","Midway Games","Nautilus","T","0.24","2004","85","49","9.1","54"
"Midnight Club II","PS2","Racing","Take-Two Interactive","Rockstar San Diego","T","1.78","2003","85","41","8.5","47"
"Tekken 6","PS3","Fighting","Namco Bandai Games","Namco Bandai Games","T","2.75","2009","79","63","7.4","211"
"Juiced","XB","Racing","THQ","Juice Games","T","0.18","2005","68","39","9.1","15"
"Dragon Quest Heroes: Rocket Slime","DS","Action","Square Enix","Square Enix, TOSE","E","0.44","2005","83","41","7.6","45"
"Winning Eleven: Pro Evolution Soccer","DS","Sports","Konami Digital Entertainmen","KCET","E","0.17","2006","63","5","7.9","12"
"Dungeons - The Dark Lord","PC","Strategy","Kalypso Media","Kalypso","M","0.02","2011","72","6","5.6","16"
"LEGO Star Wars: The Complete Saga","DS","Action","LucasArts","TT Fusion","E","4.76","2007","80","9","5.4","46"
"Art of Fighting Anthology","PS2","Fighting","Crave Entertainment","SNK Playmore","T","0.04","2006","60","19","7","4"
"Power Stone Collection","PSP","Action","Capcom","Capcom","T","0.1","2006","74","34","6.8","6"
"L.A. Noire: The Complete Edition","PC","Adventure","Take-Two Interactive","Rockstar Leeds","M","0.25","2011","83","28","7.9","903"
"NASCAR Thunder 2003","GC","Racing","Electronic Arts","EA Sports","E","0.31","2002","85","12","6.6","5"
"The Simpsons Game","PS3","Action","Electronic Arts","EA Redwood Shores","T","0.88","2007","71","30","7.5","49"
"Gradius V","PS2","Shooter","Konami Digital Entertainmen","Treasure","T","0.09","2004","82","46","8.5","13"
"The Settlers 7: Paths to a Kingdom","PC","Strategy","Ubisoft","Blue Byte","E10+","0.31","2010","79","33","5.2","213"
"Driver: San Francisco","X360","Racing","Ubisoft","Ubisoft Reflections","T","0.7","2011","80","63","7.6","130"
"Dragon Blade: Wrath of Fire","Wii","Action","D3Publisher","D3Publisher","T","0.18","2007","51","19","7.5","17"
"Marvel: Ultimate Alliance","Wii","Role-Playing","Activision","Vicarious Visions","T","0.4","2006","73","31","7.3","29"
"Conan","PS3","Action","THQ","Nihilistic","M","0.34","2007","69","35","7.2","40"
"Killzone: Liberation","PSP","Shooter","Sony Computer Entertainment","Guerrilla","T","0.89","2006","77","56","8.3","80"
"Ivy the Kiwi?","DS","Puzzle","Rising Star Games","Prope","E","0.05","2010","69","20","6.3","4"
"Star Wars: The Old Republic","PC","Role-Playing","Electronic Arts","LucasArts, BioWare","T","2.96","2011","85","73","5.9","2748"
"Call of Juarez: Bound in Blood","X360","Shooter","Ubisoft","Techland","M","0.6","2009","77","77","7.6","94"
"SoulCalibur V","PS3","Fighting","Namco Bandai Games","Project Soul","T","0.75","2012","81","53","6.7","150"
"Barbie Groovy Games","GBA","Misc","Universal Interactive","Digital Illusions","E","0.56","2002","47","5","7","4"
"Hummer Badlands","XB","Racing","Global Star","Eutechnyx","E","0.02","2006","44","7","6","5"
"Sonic Classic Collection","DS","Platform","Sega","Creative Assembly","E","1.83","2010","70","24","7.5","28"
"I-Ninja","XB","Platform","Namco Bandai Games","Argonaut Games","T","0.07","2003","75","18","8.4","8"
"Pro Evolution Soccer 2008","X360","Sports","Konami Digital Entertainmen","Konami","E","1.07","2007","76","29","7.8","36"
"Guinness World Records: The Videogame","Wii","Action","Warner Bros. Interactive En","TT Fusion","E10+","1.03","2008","67","12","7","8"
"Fortune Street","Wii","Misc","Nintendo","Marvelous AQL","E","0.48","2011","68","42","7.5","24"
"Dragon Ball Z: Burst Limit","PS3","Fighting","Atari","Dimps Corporation, N","T","0.85","2008","71","32","7.2","51"
"Chromehounds","X360","Simulation","Sega","From Software","T","0.28","2006","71","60","7","72"
"Portal 2","X360","Shooter","Valve Software","Valve Software","E10+","2.08","2011","95","66","8.5","997"
"Tom Clancy's Splinter Cell: Pandora T","XB","Action","Ubisoft","Ubisoft Shanghai","T","1.48","2004","93","74","8.6","68"
"Heavenly Sword","PS3","Action","Sony Computer Entertainment","Ninja Theory","T","1.65","2007","79","64","8.3","544"
"Dark Angel: Vampire Apocalypse","PS2","Role-Playing","Metro 3D","Metro3D","T","0.09","2001","53","9","5.6","5"
"Theresia...","DS","Adventure","Arc System Works","WorkJam","M","0.06","2008","61","6","8","8"
"Marvel: Ultimate Alliance","PS2","Role-Playing","Activision","Raven Software","T","0.82","2006","81","29","8.2","33"
"Rocky: Legends","XB","Action","Ubisoft","Venom Games","T","0.1","2004","67","21","5.2","6"
"Call of Duty: Finest Hour","GC","Shooter","Activision","Exakt","T","0.4","2004","74","31","8.9","13"
"Worms Forts: Under Siege","PS2","Strategy","Acclaim Entertainment","Team 17","T","0.11","2004","63","21","8","15"
"Grand Theft Auto III","PS2","Action","Take-Two Interactive","DMA Design","M","13.1","2001","97","56","8.5","664"
"Harry Potter and the Chamber of Secre","PC","Action","Electronic Arts","KnowWonder","E","0.01","2002","77","8","8.4","93"
"Obscure","PS2","Adventure","Microids","Hydravision","M","0.07","2004","65","27","8.9","39"
"P.T.O. IV: Pacific Theater of Operati","PS2","Strategy","Tecmo Koei","Koei","E","0.08","2002","71","12","6.6","5"
"Halo 2 Multiplayer Map Pack","XB","Shooter","Microsoft Game Studios","Bungie Software","M","0.69","2005","89","37","7.4","34"
"Emergency 2012","PC","Simulation","Deep Silver","ValuSoft","T","0.07","2010","61","9","6.2","12"
"Star Wars: Battlefront","XB","Shooter","Activision","Pandemic Studios","T","1.75","2004","80","55","9.1","57"
"Harry Potter and the Deathly Hallows","PC","Action","Electronic Arts","EA Bright Light","T","0.1","2010","37","5","4.1","33"
"Assassin's Creed","PS3","Adventure","Ubisoft","Ubisoft Montreal","M","4.82","2007","81","40","7.3","769"
"Gears of War","X360","Shooter","Microsoft Game Studios","Epic Games","M","6.09","2006","94","88","8.3","2295"
"Nacho Libre","DS","Action","Majesco Entertainment","BudCat","E10+","0.03","2006","56","6","5.8","6"
"Ape Escape: On the Loose","PSP","Platform","Sony Computer Entertainment","SCEA, Sims","E","0.7","2005","66","35","6.4","16"
"FIFA Soccer 13","PC","Action","Electronic Arts","Electronic Arts","E","0.4","2012","86","7","6.6","286"
"Persona 4: Arena","X360","Fighting","Atlus","Arc System Works","T","0.13","2012","83","21","7.3","60"
"Racquet Sports","PS3","Sports","Ubisoft","Asobo Studio","E","0.34","2010","45","17","4.3","8"
"LEGO Indiana Jones: The Original Adve","PSP","Action","LucasArts","Traveller's Tales","E10+","1.17","2008","76","8","7.6","11"
"The Legend of Heroes: A Tear of Vermi","PSP","Role-Playing","Namco Bandai Games","Microvision","T","0.09","2005","68","24","7.7","26"
"Driv3r","XB","Racing","Atari","Reflections Interact","M","0.76","2004","56","57","4.7","69"
"Viewtiful Joe: Red Hot Rumble","GC","Action","Capcom","Clover Studio","T","0.06","2005","62","27","6.9","8"
"IL-2 Sturmovik: 1946","PC","Simulation","Ubisoft","1C: Maddox Games","T","0.04","2006","86","9","8.8","115"
"Surf's Up","X360","Sports","Ubisoft","Ubisoft","E10+","0.1","2007","61","15","6.1","9"
"Dead to Rights II","PS2","Shooter","Electronic Arts","WideScreen Games","M","0.2","2005","51","32","5.3","7"
"Game of Thrones","X360","Role-Playing","Focus Home Interactive","Cyanide, Cyanide Stu","M","0.25","2012","52","35","5.2","126"
"Tomb Raider: Underworld","PS3","Action","Eidos Interactive","Nixxes Software","T","1.26","2008","75","42","7.2","166"
"Clock Tower 3","PS2","Adventure","Capcom","SunSoft","M","0.33","2002","69","28","7.6","38"
"NBA Live 06","X360","Sports","Electronic Arts","EA Canada","E","0.29","2005","64","35","5.6","16"
"Broken Sword: The Shadow of the Templ","GBA","Adventure","BAM! Entertainment","Revolution Software","T","0.06","2002","80","17","7.8","10"
"Sigma Star Saga","GBA","Role-Playing","Atari","WayForward","E10+","0.05","2005","68","34","8.2","6"
"Buffy the Vampire Slayer: Chaos Bleed","GC","Action","Vivendi Games","Eurocom Entertainmen","T","0.03","2003","75","18","9","9"
"World Tour Soccer 2005","PS2","Sports","Sony Computer Entertainment","SCEE London Studio","E","0.16","2004","68","28","9","6"
"TRINITY: Souls of Zill O'll","PS3","Role-Playing","Ubisoft Annecy","Omega Force","T","0.14","2010","55","34","6.2","33"
"The Munchables","Wii","Action","Namco Bandai Games","Now Production","E","0.18","2009","71","33","8.2","5"
"Dragon Ball Z: Budokai Tenkaichi 3","Wii","Fighting","Atari","Spike, Namco Bandai","T","1.02","2007","72","27","8.4","61"
"Apollo Justice: Ace Attorney","DS","Adventure","Capcom","Capcom","T","0.99","2007","78","48","8.1","84"
"The Sims","PS2","Simulation","Electronic Arts","Edge of Reality","T","2.77","2003","83","33","7.7","46"
"Unreal Tournament III","PC","Shooter","Midway Games","Epic Games","M","0.06","2007","83","41","8","523"
"Bejeweled Twist","PC","Puzzle","PopCap Games","PopCap","E","0.05","2008","78","12","7.3","11"
"NBA Live 2003","PS2","Sports","Electronic Arts","EA Canada","E","1.66","2002","83","22","8.3","28"
"Homefront","PS3","Shooter","THQ","Kaos Studios","M","0.9","2011","70","60","5.7","174"
"Battlefield 1942","PC","Shooter","Electronic Arts","Digital Illusions","T","0.03","2002","89","27","8.6","327"
"LEGO Batman: The Videogame","PC","Action","Warner Bros. Interactive En","Traveller's Tales","E10+","0.06","2008","80","15","7.8","61"
"Shifters","PS2","Adventure","3DO","3DO","T","0.05","2002","37","12","5.9","8"
"Fight Night Round 2","XB","Fighting","Electronic Arts","EA Sports","T","0.6","2005","88","48","8.8","27"
"Brink","PC","Shooter","Bethesda Softworks","Splash Damage","T","0.18","2011","70","38","6","547"
"Summer Sports: Paradise Island","Wii","Sports","Ubisoft","Destineer","E","0.53","2008","46","7","4.6","7"
"Rocky: Legends","PS2","Action","Ubisoft","Venom Games","T","0.27","2004","65","24","8.6","12"
"LEGO Pirates of the Caribbean: The Vi","PS3","Action","Disney Interactive Studios","Traveller's Tales","E10+","0.95","2011","73","42","7.1","34"
"Michael Phelps: Push the Limit","X360","Sports","505 Games","Blitz Games","E","0.11","2011","48","10","3.5","6"
"Donkey Kong Barrel Blast","Wii","Racing","Nintendo","Paon Corporation","E","0.62","2007","46","34","6.8","26"
"Red Steel","Wii","Shooter","Ubisoft","Ubisoft Paris","T","0.67","2006","63","54","6.8","121"
"The Sims 2: Open for Business","PC","Simulation","Electronic Arts","Maxis","T","0.52","2006","78","29","8.6","35"
"We Love Katamari","PS2","Puzzle","Electronic Arts","Namco","E","0.52","2005","86","61","8.9","51"
"NBA Street Homecourt","X360","Sports","Electronic Arts","EA Canada","E","0.5","2007","80","42","8.2","30"
"Tiger Woods PGA Tour 09 All-Play","Wii","Sports","Electronic Arts","EA Tiburon","E","1.42","2008","81","18","8.7","34"
"WWE SmackDown vs. Raw 2009","DS","Fighting","THQ","TOSE","T","0.18","2008","58","15","7.8","6"
"Sherlock Holmes vs. Jack the Ripper","X360","Adventure","Focus Home Interactive","Frogwares","T","0.16","2009","62","24","6.8","14"
"Super Street Fighter II: Turbo Reviva","GBA","Fighting","Ubisoft","Capcom","T","0.25","2001","84","17","7.4","10"
"Six Flags Fun Park","Wii","Misc","Ubisoft","7 Studios","E10+","0.4","2009","43","7","7.1","7"
"Need for Speed Underground 2","PS2","Racing","Electronic Arts","EA Canada","E","6.9","2004","82","39","8.6","132"
"Line Rider 2: Unbound","Wii","Puzzle","Deep Silver","InXile Entertainment","E","0.02","2008","62","12","6.4","5"
"WWE '13","PS3","Action","THQ","THQ","T","1.35","2012","76","24","8.1","99"
"Lost Planet: Extreme Condition","X360","Shooter","Capcom","Capcom","T","1.34","2006","79","76","7.1","187"
"Half-Life 2","XB","Shooter","Electronic Arts","Valve Software","M","0.61","2005","90","35","8.6","115"
"Need for Speed: Shift","X360","Racing","Electronic Arts","Slightly Mad Studios","E","1.91","2009","83","75","6.5","134"
"The Thing","XB","Adventure","Vivendi Games","Computer Artworks","M","0.2","2002","78","21","6.6","14"
"WWE SmackDown! vs. RAW 2006","PSP","Fighting","THQ","Yuke's","T","0.4","2005","81","30","8.5","37"
"Resident Evil: The Umbrella Chronicle","Wii","Action","Capcom","Cavia Inc.","M","1.52","2007","75","47","7.6","122"
"SEGA Classics Collection","PS2","Misc","Sega","Sega","T","0.43","2005","46","18","6.7","6"
"Battlefield 2: Modern Combat","X360","Shooter","Electronic Arts","Digital Illusions","T","0.41","2006","77","54","7.3","79"
"Dragon Ball Z: The Legacy of Goku","GBA","Role-Playing","Infogrames","Webfoot Technologies","E","1.69","2002","53","15","6.9","28"
